Bin No,Bin Type,Street,Ward-DED,LEA,DCC Area,NG Eastings,NG Northings,ITM Eastings,ITM Northings,Date surveyed,Advert Space,Used Advert space,Cig Butt container,Location: Footpath,Location: Residential,Location: Retail/Shop,Location:School,Location: Public Building,Location: Park,Location: Other,Damaged,Accessible,Depot,BIDS area,Fingal Co Co,South Dublin Co Co,DLR Co Co,Other,CBD Area
2075257,F,O'CONNELL STREET,NORTH CITY,NORTH INNER CITY,CENTRAL,315876,234762,715802,734788,21/02/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2075258,F,O'CONNELL STREET,NORTH CITY,NORTH INNER CITY,CENTRAL,315875,234777,715801,734803,21/02/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2075259,F,O'CONNELL STREET,NORTH CITY,NORTH INNER CITY,CENTRAL,315860,234816,715786,734842,21/02/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRAFFIC LIGHT,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2075260,F,O'CONNELL STREET,NORTH CITY,NORTH INNER CITY,CENTRAL,315864,234817,715790,734843,21/02/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2075261,F,O'CONNELL STREET,NORTH CITY,NORTH INNER CITY,CENTRAL,315848,234862,715774,734888,21/02/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2075262,F,O'CONNELL STREET,NORTH CITY,NORTH INNER CITY,CENTRAL,315840,234903,715766,734929,21/02/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2075263,A,EDEN QUAY,NORTH CITY,NORTH INNER CITY,CENTRAL,315003,234443,714929,734469,12/05/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2075264,A,EDEN QUAY,NORTH CITY,NORTH INNER CITY,CENTRAL,316015,234446,715941,734472,12/05/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2075265,A,EDEN QUAY,NORTH CITY,NORTH INNER CITY,CENTRAL,316033,234454,715959,734480,12/05/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2075266,A,EDEN QUAY,NORTH CITY,NORTH INNER CITY,CENTRAL,316048,234460,715974,734486,12/05/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2075267,A,EDEN QUAY,NORTH CITY,NORTH INNER CITY,CENTRAL,316075,234470,716001,734496,12/05/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2075268,A,EDEN QUAY,NORTH CITY,NORTH INNER CITY,CENTRAL,316127,234487,716053,734513,12/05/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2075270,A,EDEN QUAY,NORTH CITY,NORTH INNER CITY,CENTRAL,316181,234501,716107,734540,12/05/2008,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2075271,A,EDEN QUAY,NORTH CITY,NORTH INNER CITY,CENTRAL,316219,234514,716145,734540,12/05/2008,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2075272,A,EDEN QUAY,NORTH CITY,NORTH INNER CITY,CENTRAL,316031,234434,715957,734460,12/05/2008,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2075273,A,EDEN QUAY,NORTH CITY,NORTH INNER CITY,CENTRAL,316062,234445,715988,734471,12/05/2008,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2075274,A,EDEN QUAY,NORTH CITY,NORTH INNER CITY,CENTRAL,316153,234475,716079,734501,12/05/2008,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2075275,A,ORMOND QUAY UPPER,NORTH CITY,NORTH INNER CITY,CENTRAL,315355,234240,715281,734266,12/05/2008,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2075276,A,ORMOND QUAY UPPER,NORTH CITY,NORTH INNER CITY,CENTRAL,315368,234245,715294,734271,12/05/2008,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2075277,E,ORMOND QUAY UPPER,NORTH CITY,NORTH INNER CITY,CENTRAL,315383,234907,715309,734506,12/05/2008,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2075278,F,O'CONNELL STREET,NORTH CITY,NORTH INNER CITY,CENTRAL,315819,234480,715745,734506,12/05/2008,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2075279,F,O'CONNELL STREET,NORTH CITY,NORTH INNER CITY,CENTRAL,315830,234913,715756,734939,12/05/2008,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2075280,F,O'CONNELL STREET,NORTH CITY,NORTH INNER CITY,CENTRAL,315809,234950,715735,734976,12/05/2008,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2075281,F,O'CONNELL STREET,NORTH CITY,NORTH INNER CITY,CENTRAL,315815,234964,715741,734990,12/05/2008,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2075282,A,EDEN QUAY,NORTH CITY,NORTH INNER CITY,CENTRAL,316116,234463,716042,734489,12/05/2008,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,BOARDWALK,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2075283,A,EDEN QUAY,NORTH CITY,NORTH INNER CITY,CENTRAL,316142,234471,716068,734497,12/05/2008,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,BOARDWALK,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2075284,A,EDEN QUAY,NORTH CITY,NORTH INNER CITY,CENTRAL,316221,234489,716147,734515,12/05/2008,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,BOARDWALK,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2075285,A,EDEN QUAY,NORTH CITY,NORTH INNER CITY,CENTRAL,316230,234491,716156,734517,12/05/2008,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,BOARDWALK,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2075286,A,O'CONNELL STREET,NORTH CITY,NORTH INNER CITY,CENTRAL,315949,234563,715875,734589,21/05/2008,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2075287,E,ORMAND QUAY UPPER,NORTH CITY,NORTH INNER CITY,CENTRAL,315355,234240,715281,734266,12/05/2008,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2075288,E,ORMAND QUAY UPPER,NORTH CITY,NORTH INNER CITY,CENTRAL,315368,234245,715294,734271,12/05/2008,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2075289,A,EDEN QUAY,NORTH CITY,NORTH INNER CITY,CENTRAL,316024,234430,715950,734456,12/05/2008,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,BOARDWALK,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2075290,A,EDEN QUAY,NORTH CITY,NORTH INNER CITY,CENTRAL,316176,234480,716102,734506,12/05/2008,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,BOARDWALK,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2075291,A,EDEN QUAY,NORTH CITY,NORTH INNER CITY,CENTRAL,316106,234460,716032,734486,12/05/2008,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,BOARDWALK,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2078001,A,CUSTOM HOUSE QUAY,NORTH DOCK C,NORTH INNER CITY,CENTRAL,316547,234502,716472,734528,12/05/2008,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE
2078002,A,CUSTOM HOUSE QUAY,NORTH DOCK C,NORTH INNER CITY,CENTRAL,316581,234500,716506,734526,12/05/2008,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE
2078003,A,CUSTOM HOUSE QUAY,NORTH DOCK C,NORTH INNER CITY,CENTRAL,316634,234496,716559,734522,12/05/2008,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE
2078004,A,CUSTOM HOUSE QUAY,NORTH DOCK C,NORTH INNER CITY,CENTRAL,316435,234524,716361,734550,12/05/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,FALSE
2078005,A,CUSTOM HOUSE QUAY,NORTH DOCK C,NORTH INNER CITY,CENTRAL,316381,234522,716307,734548,12/05/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,FALSE
2078006,A,CUSTOM HOUSE QUAY,NORTH DOCK C,NORTH INNER CITY,CENTRAL,316325,234519,716251,734545,12/05/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,FALSE
2078007,A,CUSTOM HOUSE QUAY,NORTH DOCK C,NORTH INNER CITY,CENTRAL,316278,234519,716204,734545,12/05/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,FALSE
2078008,E,CUSTOM HOUSE QUAY,NORTH DOCK C,NORTH INNER CITY,CENTRAL,316331,234503,716257,734529,12/05/2008,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,FALSE
2078009,E,CUSTOM HOUSE QUAY,NORTH DOCK C,NORTH INNER CITY,CENTRAL,316350,234504,716276,734530,12/05/2008,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,FALSE
2078010,E,CUSTOM HOUSE QUAY,NORTH DOCK C,NORTH INNER CITY,CENTRAL,316377,234504,716303,734530,12/05/2008,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,FALSE
2078011,E,CUSTOM HOUSE QUAY,NORTH DOCK C,NORTH INNER CITY,CENTRAL,316406,234505,716332,734531,12/05/2008,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,FALSE
2088003,E,O CONELL STREET,ROTUNDA A,NORTH INNER CITY,CENTRAL,315830,234972,715755,734998,23/04/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,RESTAURANT,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088004,E,PARNELL STREET,ROTUNDA A,NORTH INNER CITY,CENTRAL,315838,234985,715764,735011,23/04/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,BETTING OFFICE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088005,E,PARNELL STREET,ROTUNDA A,NORTH INNER CITY,CENTRAL,315867,235030,715793,735056,23/04/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POST OFFICE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088007,E,PARNELL STREET,ROTUNDA A,NORTH INNER CITY,CENTRAL,315886,235044,715812,735070,23/04/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088008,E,PARNELL STREET,ROTUNDA A,NORTH INNER CITY,CENTRAL,315900,235032,715826,735058,23/04/2008,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088009,E,PARNELL STREET,ROTUNDA A,NORTH INNER CITY,CENTRAL,315920,235071,715846,735097,23/04/2008,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088011,E,PARNELL STREET,ROTUNDA A,NORTH INNER CITY,CENTRAL,315965,235084,715891,735110,23/04/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088012,E,PARNELL STREET,ROTUNDA A,NORTH INNER CITY,CENTRAL,316022,235118,715948,735144,23/04/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,RESTAURANT,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088014,E,PARNELL STREET,ROTUNDA A,NORTH INNER CITY,CENTRAL,316062,235137,715988,735163,23/04/2008,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088015,E,GARDINER STREET LOWER,ROTUNDA A,NORTH INNER CITY,CENTRAL,316114,235155,716040,735181,13/03/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088016,E,GARDINER STREET LOWER,ROTUNDA A,NORTH INNER CITY,CENTRAL,316132,235117,716058,735143,13/03/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,BUS STOP,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088017,E,GARDINER STREET LOWER,ROTUNDA A,NORTH INNER CITY,CENTRAL,316160,235054,716086,735080,13/03/2008,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088019,E,PARNELL STREET,ROTUNDA A,NORTH INNER CITY,CENTRAL,316007,235123,715933,735149,23/04/2008,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088020,E,O'CONNELL STREET,ROTUNDA A,NORTH INNER CITY,CENTRAL,315828,234937,715753,734963,23/04/2008,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2088021,E,O'CONNELL STREET,ROTUNDA A,NORTH INNER CITY,CENTRAL,315821,234966,715746,734992,23/04/2008,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2088022,E,North Fredrick Street,Rotunda A,North inner city,Central,315595,235311,715520,735337,19/06/2008,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Outside Happy hippy shop,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088023,E,North Fredrick Street,Rotunda A,North inner city,Central,315669,235211,715595,735237,19/06/2008,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Outside candy shop,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088024,E,North Fredrick Street,Rotunda A,North inner city,Central,315685,235189,715611,735215,19/06/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088025,E,Parnell Square East,Rotunda A,North inner city,Central,315702,235166,715628,735192,19/06/2008,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088026,E,Parnell Square East,Rotunda A,North inner city,Central,315722,235139,715647,735165,19/06/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088027,E,Parnell Square East,Rotunda A,North inner city,Central,315740,235115,715665,735141,19/06/2008,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088028,E,Parnell Square East,Rotunda A,North inner city,Central,315757,235091,715683,735118,19/06/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088029,E,Parnell Square East,Rotunda A,North inner city,Central,315768,235077,715694,735103,19/06/2008,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088030,E,Parnell Square East,Rotunda A,North inner city,Central,315782,235059,715707,735085,19/06/2008,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088031,E,Parnell Square East,Rotunda A,North inner city,Central,315796,235038,715722,735064,19/06/2008,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088032,E,Parnell Square East,Rotunda A,North inner city,Central,315815,235011,715741,735037,19/06/2008,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Outside net Print,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088033,E,Hill Street,Rotunda A,North inner city,Central,315907,235253,715833,735279,20/06/2008,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Outside Montessori,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088034,E,Hill Street,Rotunda A,North inner city,Central,315857,235329,715783,735355,20/06/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Across the Road from the Workers Party building,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088035,E,Hardwick Street,Rotunda A,North inner city,Central,315646,235332,715572,735358,20/06/2008,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088036,E,Hardwick Street,Rotunda A,North inner city,Central,315662,235365,715587,735391,20/06/2008,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088037,E,Hardwick Street,Rotunda A,North inner city,Central,315640,235372,715566,735398,20/06/2008,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088038,E,Hardwick Street,Rotunda A,North inner city,Central,315659,235383,715584,735409,20/06/2008,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088039,E,Hardwick Street,Rotunda A,North inner city,Central,315691,235449,715616,735475,20/06/2008,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088040,E,Hardwick Street,Rotunda A,North inner city,Central,315684,235451,715610,735477,20/06/2008,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088041,E,Temple Street,Rotunda A,North inner city,Central,315744,235459,715669,735485,20/06/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Outside childrens hospital,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088042,E,Temple Street,Rotunda A,North inner city,Central,315823,235369,715748,735395,20/06/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088043,E,St Anthony's Place,Rotunda A,North inner city,Central,315825,235486,715750,735512,20/06/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088044,H,Dorset Street Lower,Rotunda A,North inner city,Central,315751,235652,715677,735678,20/06/2008,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Outside Martin Gear Jeweller,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088045,E,Gardiner Street Upper,Rotunda A,North inner city,Central,315833,235637,715759,735663,20/06/2008,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088046,E,Gardiner Street Middle,RotundaA,North inner city,Central,316104,235177,716030,735203,19/06/2008,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2088047,E,Gardiner Street Middle,RotundaA,North inner city,Central,315966,235433,715891,735459,19/06/2008,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2089001,E,PARNELL STREET,ROTUNDA B,NORTH INNER CITY,CENTRAL,315479,234728,715405,734754,07/03/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2089002,E,PARNELL STREET,ROTUNDA B,NORTH INNER CITY,CENTRAL,315447,234711,715373,734737,07/03/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2089003,E,PARNELL STREET,ROTUNDA B,NORTH INNER CITY,CENTRAL,315431,234703,715357,734729,07/03/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PUB / RESTAURANT,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2089004,E,RYDERS ROW,ROTUNDA B,NORTH INNER CITY,CENTRAL,315364,234682,715290,734708,07/03/2008,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2089005,E,RYDERS ROW,ROTUNDA B,NORTH INNER CITY,CENTRAL,315333,234695,715259,734721,07/03/2008,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2089006,E,CAPEL STREET,ROTUNDA B,NORTH INNER CITY,CENTRAL,315296,234714,715222,734740,07/03/2008,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2089007,E,CAPEL STREET,ROTUNDA B,NORTH INNER CITY,CENTRAL,315305,234629,715231,734655,07/03/2008,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2089008,E,CAPEL STREET,ROTUNDA B,NORTH INNER CITY,CENTRAL,315300,234648,715226,734674,07/03/2008,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2089009,E,CAPEL STREET,ROTUNDA B,NORTH INNER CITY,CENTRAL,315311,234653,715237,734679,07/03/2008,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2089010,E,BOLTON STREET,ROTUNDA B,NORTH INNER CITY,CENTRAL,315279,234835,715205,734861,26/03/2008,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,COLLEGE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
