Bin No,Bin Type,Street,Ward-DED,LEA,DCC Area,NG Eastings,NG Northings,ITM Eastings,ITM Northings,Date surveyed,Advert Space,Used Advert space,Cig Butt container,Location: Footpath,Location: Residential,Location: Retail/Shop,Location:School,Location: Public Building,Location: Park,Location: Other,Damaged,Accessible,Depot,BIDS area,Fingal Co Co,South Dublin Co Co,DLR Co Co,Other,CBD Area
2118089,E,FITZWILLIAM STREET LOWER,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316738,233364,716663,733391,16/09/2008,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2118090,E,FITZWILLIAM LANE,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316674,233341,716599,733367,16/09/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2118091,E,BAGGOT STREET LOWER,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316563,233326,716488,733352,16/09/2008,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,BUS STOP,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2118092,E,BAGGOT STREET LOWER,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316543,233313,716469,733340,16/09/2008,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2118093,E,BAGGOT STREET LOWER,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316493,233336,716418,733363,16/09/2008,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2118094,E,BAGGOT STREET LOWER,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316448,233368,716373,733394,16/09/2008,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2118095,E,ELY PLACE UPPER,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316338,233284,716263,733310,16/09/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2118096,E,HUME STREET,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316272,233359,716197,733386,16/09/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2118097,E,HUME STREET,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316322,233339,716247,733366,16/09/2008,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2118098,E,HUME STREET,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316287,233336,716213,733362,16/09/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2118099,A,ST STEPHEN'S GREEN EAST,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316221,233323,716147,733349,16/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,BUS STOP,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2118100,A,ST STEPHEN'S GREEN EAST,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316200,233275,716125,733302,16/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,BUS STOP,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2118101,A,ST STEPHEN'S GREEN EAST,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316192,233258,716117,733284,16/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,BUS STOP,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2118102,A,ST STEPHEN'S GREEN EAST,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316180,233234,716105,733260,16/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2118103,A,ST STEPHEN'S GREEN EAST,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316175,233215,716100,733242,16/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2118104,A,LEESON STREET LOWER,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316176,233132,716102,733159,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2118105,A,LEESON STREET LOWER,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316275,232986,716201,733013,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2118106,A,LEESON STREET LOWER,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316249,233026,716175,733052,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2118107,A,LEESON STREET LOWER,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316238,233042,716163,733069,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2118108,A,LEESON STREET LOWER,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316229,233056,716154,733082,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,BUS STOP,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2118109,A,LEESON STREET LOWER,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316305,232942,716231,732969,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2118110,A,LEESON STREET LOWER,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316355,232869,716280,732895,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,BUS STOP,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2118111,E,FITZWILLIAM PLACE,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316427,232806,716352,732832,24/09/2008,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2118112,E,FITZWILLIAM SQUARE NORTH,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316527,232992,716453,733019,24/09/2008,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2118113,E,FITZWILLIAM SQUARE WEST,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316397,233090,716323,733116,24/09/2008,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2118114,E,FITZWILLIAM SQUARE WEST,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316412,233087,716338,733114,24/09/2008,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2118115,E,FITZWILLIAM SQUARE EAST,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316575,233080,716500,733106,24/09/2008,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2118116,A,FITZWILLIAM SQUARE EAST,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316559,233050,716484,733077,24/09/2008,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2118117,A,FITZWILLIAM SQUARE EAST,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316535,233007,716461,733034,24/09/2008,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2118118,E,PEMBROKE STREET LOWER,MANSION HOUSE B,SOUTH EAST INNER CITY,SOUTH EAST,316507,233301,716432,733327,24/09/2008,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2119001,A,MERCHANTS QUAY,MERCHANTS QUAY A,SOUTH WEST INNER CITY,SOUTH CENTRAL,315087,234113,715013,734139,17/10/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FRIARY,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2119002,A,MERCHANTS QUAY,MERCHANTS QUAY A,SOUTH WEST INNER CITY,SOUTH CENTRAL,315045,234116,714971,734142,17/10/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2119003,A,MERCHANTS QUAY,MERCHANTS QUAY A,SOUTH WEST INNER CITY,SOUTH CENTRAL,315015,234118,714941,734144,17/10/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,BUS STOP,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2119004,E,USHERS QUAY,MERCHANTS QUAY A,SOUTH WEST INNER CITY,SOUTH CENTRAL,314751,234171,714676,734197,17/10/2008,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,PETROL STATION,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2119005,E,USHERS QUAY,MERCHANTS QUAY A,SOUTH WEST INNER CITY,SOUTH CENTRAL,314711,234186,714637,734213,17/10/2008,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,PETROL STATION,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2119006,B,COOK STREET,MERCHANTS QUAY A,SOUTH WEST INNER CITY,SOUTH CENTRAL,315046,234032,714972,734058,17/10/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,CHAPEL,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2119007,E,ST. MICHAEL'S HILL,MERCHANTS QUAY A,SOUTH WEST INNER CITY,SOUTH CENTRAL,315140,233942,715066,733968,17/10/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2119008,E,HIGH STREET,MERCHANTS QUAY A,SOUTH WEST INNER CITY,SOUTH CENTRAL,314984,233941,714910,733967,17/10/2008,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2119009,E,ST.AUDOEN'S PARK,MERCHANTS QUAY A,SOUTH WEST INNER CITY,SOUTH CENTRAL,314958,233982,714884,734008,17/10/2008,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,PARK,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2119010,E,ST.AUDOEN'S PARK,MERCHANTS QUAY A,SOUTH WEST INNER CITY,SOUTH CENTRAL,314952,233967,714877,733993,17/10/2008,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,PARK,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2119011,E,ST.AUDOEN'S PARK,MERCHANTS QUAY A,SOUTH WEST INNER CITY,SOUTH CENTRAL,314905,233982,714831,734008,17/10/2008,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,PARK,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2119012,E,THOMAS STREET,MERCHANTS QUAY A,SOUTH WEST INNER CITY,SOUTH CENTRAL,314839,233898,714765,733924,17/10/2008,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2119013,E,THOMAS STREET,MERCHANTS QUAY A,SOUTH WEST INNER CITY,SOUTH CENTRAL,314776,233874,714701,733900,17/10/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,CHAPEL,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2119014,E,THOMAS STREET,MERCHANTS QUAY A,SOUTH WEST INNER CITY,SOUTH CENTRAL,314595,233889,714520,733915,17/10/2008,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2119015,E,THOMAS STREET,MERCHANTS QUAY A,SOUTH WEST INNER CITY,SOUTH CENTRAL,314552,233902,714478,733928,17/10/2008,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,BUS STOP,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120001,E,NICHOLAS STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,315121,233833,715047,733860,16/10/2008,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120002,E,NICHOLAS STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,315115,233774,715040,733800,16/10/2008,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120003,E,NICHOLAS STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,315115,233741,715040,733768,16/10/2008,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120004,E,PATRICK STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,315097,233467,715023,733493,16/10/2008,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120005,E,THOMAS STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,314675,233856,714601,733882,16/10/2008,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120006,E,THOMAS STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,314699,233855,714625,733881,16/10/2008,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120007,E,THOMAS STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,314743,233855,714669,733882,16/10/2008,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120008,E,THOMAS STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,314765,233854,714691,733880,16/10/2008,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120009,E,THOMAS STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,314905,233905,714831,733931,16/10/2008,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120010,E,HIGH STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,314999,233913,714925,733939,16/10/2008,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120011,E,HIGH STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,315094,233888,715019,733914,16/10/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120012,E,FRANCIS STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,314935,233777,714860,733803,16/10/2008,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120013,E,FRANCIS STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,314942,233725,714868,733751,16/10/2008,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120014,E,FRANCIS STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,314960,233715,714886,733742,16/10/2008,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120015,E,FRANCIS STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,314976,233677,714902,733703,16/10/2008,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120016,E,FRANCIS STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,315003,233611,714928,733637,16/10/2008,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120017,E,FRANCIS STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,315018,233570,714944,733596,16/10/2008,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120018,E,FRANCIS STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,315011,233563,714937,733589,16/10/2008,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120019,E,FRANCIS STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,315025,233552,714951,733579,16/10/2008,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120020,B,MEATH STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,314685,233768,714611,733795,16/10/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120021,B,MEATH STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,314676,233765,714602,733791,16/10/2008,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120022,B,MEATH STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,314669,233786,714595,733812,16/10/2008,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120023,B,MEATH STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,314676,233797,714602,733823,16/10/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120024,B,MEATH STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,314663,233807,714588,733833,16/10/2008,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120025,B,MEATH STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,314691,233720,714617,733747,16/10/2008,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120026,B,MEATH STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,314714,233681,714640,733708,16/10/2008,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120027,B,MEATH STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,314711,233664,714636,733691,16/10/2008,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120028,B,MEATH STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,314752,233560,714678,733586,16/10/2008,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120029,B,MEATH STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,314753,233544,714678,733570,16/10/2008,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2120030,B,MEATH STREET,MERCHANTS QUAY B,SOUTH WEST INNER CITY,SOUTH CENTRAL,314741,233547,714666,733573,16/10/2008,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2144001,A,ESSEX STREET WEST,ROYAL EXCHANGE A,SOUTH EAST INNER CITY,SOUTH EAST,315290,234065,715216,734091,18/06/2008,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2144002,A,ESSEX STREET WEST,ROYAL EXCHANGE A,SOUTH EAST INNER CITY,SOUTH EAST,315328,234076,715254,734102,18/06/2008,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2144003,A,ESSEX STREET WEST,ROYAL EXCHANGE A,SOUTH EAST INNER CITY,SOUTH EAST,315346,234085,715272,734111,18/06/2008,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2144004,E,EXCHANGE STREET LOWER,ROYAL EXCHANGE A,SOUTH EAST INNER CITY,SOUTH EAST,315383,234131,715309,734157,18/06/2008,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2144005,A,ESSEX QUAY,ROYAL EXCHANGE A,SOUTH EAST INNER CITY,SOUTH EAST,315321,234140,715247,734166,18/06/2008,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2144006,A,ESSEX QUAY,ROYAL EXCHANGE A,SOUTH EAST INNER CITY,SOUTH EAST,315282,234131,715208,734157,18/06/2008,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2144007,A,ESSEX GATE,ROYAL EXCHANGE A,SOUTH EAST INNER CITY,SOUTH EAST,315424,234112,715350,734138,18/06/2008,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2144008,A,PARLIAMENT STREET,ROYAL EXCHANGE A,SOUTH EAST INNER CITY,SOUTH EAST,315435,234141,715361,734167,18/06/2008,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TEMPLE BAR,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2144009,A,ESSEX STREET EAST,ROYAL EXCHANGE A,SOUTH EAST INNER CITY,SOUTH EAST,315451,234121,715377,734147,18/06/2008,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TEMPLE BAR,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2144010,A,ESSEX STREET EAST,ROYAL EXCHANGE A,SOUTH EAST INNER CITY,SOUTH EAST,315468,234125,715394,734151,18/06/2008,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TEMPLE BAR,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2144011,A,ESSEX STREET EAST,ROYAL EXCHANGE A,SOUTH EAST INNER CITY,SOUTH EAST,315517,234137,715443,734163,19/06/2008,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TEMPLE BAR,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
