1991,71.4,59,91.1,92.3,3.6,79.8,26.4,36.9,42.8,85.6,50.3,38.1
1992,32.9,24.1,64.9,70.3,39.5,38.4,69,85.2,64.2,30.7,63.2,41.5
1993,57.9,19.5,26.2,48.7,149.9,148.1,60.1,36.8,90.3,86.2,45.4,105.7
1994,83.3,99.1,72.1,60.3,51.5,20.9,64.7,57.8,97,41.2,54.8,88.9
1995,105.5,92,44.7,27.3,49.2,13,70,7,44,38,146,73
1996,87,62,70,58,70,21,37,103,19,102,104,54
1997,14,62,15,48,61,125,54,81,19,68,87,91
1998,79,14,66,116,27,113,54,45,96,75,77,70
1999,73,32,36,75,39,55,35,107,104,31,44,83
2000,40,46,21,90,50,31,48,63,100,87,141,122
2001,32,53,56,78,49,41,30,97,42,90,41,22
2002,48,126,30,82,121,81,69,51,23,181,187,98
2003,63,21,27,37,97,87,48,15,37,107,55,60
2004,83,20,44,32,50,51,38,134,47,120,35.4,45
2005,64,41,22,72,67,31,83,26,56,102,47,73
2006,16,38,70,41,117,27,18,58,85,107,69,95
2007,40,78,39,15,35,126,127,96,39,16,54,64
2008,97,15,102,28,33,76,111,192.4,114,93,45,39
2009,62,56,26,71,76,64,165,70,24,63,171,70
2010,45,37,55,27,38,50,79,48,104,31,100,58
